Date,Article_title,Stock_symbol,Url,Publisher,Author,Article,Lsa_summary,Luhn_summary,Textrank_summary,Lexrank_summary
2020-05-05 00:00:00 UTC,Shares of several healthcare companies are trading higher amid positive investor sentiment as some US states begin to reopen their economies and as oil prices gain for the session.,A,https://www.benzinga.com/wiim/20/05/15957697/shares-of-several-healthcare-companies-are-trading-higher-amid-positive-investor-sentiment-as-some-u,Benzinga Newsdesk,,,,,,
2020-05-01 00:00:00 UTC,Shares of several healthcare companies are trading lower as markets dip following recent strength. Markets have sold off as investors weigh recent earnings and amid concerns of renewed US-China trade frictions.,A,https://www.benzinga.com/20/05/15935673/shares-of-several-healthcare-companies-are-trading-lower-as-markets-dip-following-recent-strength-ma,Benzinga Newsdesk,,,,,,
2020-04-28 00:00:00 UTC,"UBS Maintains Neutral on Agilent Technologies, Lowers Price Target to $84",A,https://www.benzinga.com/news/20/04/15897306/ubs-maintains-neutral-on-agilent-technologies-lowers-price-target-to-84,vishwanath@benzinga.com,,,,,,
2020-04-23 00:00:00 UTC,Agilent Reports FDA Approval For PD-L1 Companion Diagnostic On Dako Omni,A,https://www.benzinga.com/news/20/04/15864339/agilent-reports-fda-approval-for-pd-l1-companion-diagnostic-on-dako-omni,Benzinga Newsdesk,,,,,,
2020-04-22 00:00:00 UTC,Agilent Reports Has Become Top-Level Sponsor Of My Green Lab,A,https://www.benzinga.com/news/20/04/15855436/agilent-reports-has-become-top-level-sponsor-of-my-green-lab,Benzinga Newsdesk,,,,,,
2020-04-14 00:00:00 UTC,Agilent Withdraws Q2 And FY20 Guidance,A,https://www.benzinga.com/news/20/04/15796369/agilent-withdraws-q2-and-fy20-guidance,Benzinga Newsdesk,,,,,,
2020-04-08 00:00:00 UTC,"Shares of several companies in the auto dealer space are trading higher amid positive market sentiment. Speculation some coronavirus hotspots leveling off has raised hopes of a return to economic activity, which could mean a rebound in consumer spending.",A,https://www.benzinga.com/wiim/20/04/15769071/shares-of-several-companies-in-the-auto-dealer-space-are-trading-higher-amid-positive-market-sentime,Benzinga Newsdesk,,,,,,
2020-04-06 00:00:00 UTC,Shares of several healthcare companies are trading higher as markets gain amid optimism that coronavirus cases in several US hotspots may be peaking. A sooner peak could mean a sooner return to economic activity.,A,https://www.benzinga.com/wiim/20/04/15748126/shares-of-several-healthcare-companies-are-trading-higher-as-markets-gain-amid-optimism-that-coronav,Benzinga Newsdesk,,,,,,
2020-04-02 00:00:00 UTC,"Stifel Maintains Hold on Agilent Technologies, Lowers Price Target to $73",A,https://www.benzinga.com/news/20/04/15728603/stifel-maintains-hold-on-agilent-technologies-lowers-price-target-to-73,Vick Meyer,,,,,,
2020-04-01 00:00:00 UTC,Shares of several healthcare companies are trading lower amid market weakness as growing coronavirus concerns in the US weigh on equities.,A,https://www.benzinga.com/wiim/20/04/15717065/shares-of-several-healthcare-companies-are-trading-lower-amid-market-weakness-as-growing-coronavirus,Benzinga Newsdesk,,,,,,
2020-03-31 00:00:00 UTC,"Int'l. Air Transport Authority Chief Economist Sees Consolidation In Airline Sector As Some Airlines Fail, Calls Signs In Chinese Domestic Market 'Encouraging,' Load Factors Are About 60%",A,https://www.benzinga.com/news/20/03/15705690/intl-air-transport-authority-chief-economist-sees-consolidation-in-airline-sector-as-some-airlines-f,Benzinga Newsdesk,,,,,,
2020-03-30 00:00:00 UTC,"Wells Fargo Maintains Overweight on Agilent Technologies, Lowers Price Target to $82",A,https://www.benzinga.com/news/20/03/15695415/wells-fargo-maintains-overweight-on-agilent-technologies-lowers-price-target-to-82,Vick Meyer,,,,,,
2020-03-30 00:00:00 UTC,Shares of several technology companies are trading higher as equities continue to rise following last week's rebound amid US stimulus measures.,A,https://www.benzinga.com/wiim/20/03/15695372/shares-of-several-technology-companies-are-trading-higher-as-equities-continue-to-rise-following-las,Benzinga Newsdesk,,,,,,
2020-03-27 00:00:00 UTC,"Shares of several healthcare companies are trading lower, selling off from this week's strength. While the US stimulus package boosted economic optimism, demand concerns still exist amid the coronavirus outbreak.",A,https://www.benzinga.com/wiim/20/03/15683827/shares-of-several-healthcare-companies-are-trading-lower-selling-off-from-this-weeks-strength-while,Benzinga Newsdesk,,,,,,
2020-03-26 00:00:00 UTC,"Shares of several healthcare companies are trading higher following Senate passage of a $2 trillion economic stimulus package, which has lifted stocks across sectors.",A,https://www.benzinga.com/wiim/20/03/15674560/shares-of-several-healthcare-companies-are-trading-higher-following-senate-passage-of-a-2-trillion-e,Benzinga Newsdesk,,,,,,
2020-03-26 00:00:00 UTC,"Barclays Maintains Equal-Weight on Agilent Technologies, Lowers Price Target to $76",A,https://www.benzinga.com/news/20/03/15673665/barclays-maintains-equal-weight-on-agilent-technologies-lowers-price-target-to-76,Vick Meyer,,,,,,
2020-03-26 00:00:00 UTC,Ariel Chairman John Rogers Thinks Current Market Is 'Once In A Lifetime Opportunity To Buy Stocks',A,https://www.benzinga.com/news/20/03/15668620/ariel-chairman-john-rogers-thinks-current-market-is-once-in-a-lifetime-opportunity-to-buy-stocks,Shivdeep Dhaliwal,,,,,,
2020-03-20 00:00:00 UTC,"Citigroup Maintains Neutral on Agilent Technologies, Lowers Price Target to $75",A,https://www.benzinga.com/news/20/03/15615851/citigroup-maintains-neutral-on-agilent-technologies-lowers-price-target-to-75,Vick Meyer,,,,,,
2020-03-16 00:00:00 UTC,Stocks That Hit 52-Week Lows On Monday,A,https://www.benzinga.com/news/20/03/15560273/stocks-that-hit-52-week-lows-on-monday,Benzinga Newsdesk,,,,,,
2020-03-16 00:00:00 UTC,Shares of several healthcare companies are trading lower in sympathy with the overall market on continued downward momentum caused by the coronavirus. The virus has had a negative impact on the global economy.,A,https://www.benzinga.com/wiim/20/03/15558425/shares-of-several-healthcare-companies-are-trading-lower-in-sympathy-with-the-overall-market-on-cont,Benzinga Newsdesk,,,,,,
2020-03-13 00:00:00 UTC,"Shares of several basic materials companies are trading higher, rebounding following Thursday's crash. The sector has been volatile amid the coronavirus outbreak, which has disrupted economic activity. NOTE: While markets rebound, virus fears persist.",A,https://www.benzinga.com/wiim/20/03/15546085/shares-of-several-basic-materials-companies-are-trading-higher-rebounding-following-thursdays-crash,Benzinga Newsdesk,,,,,,
2020-03-12 00:00:00 UTC,Stocks That Hit 52-Week Lows On Thursday,A,https://www.benzinga.com/news/20/03/15538835/stocks-that-hit-52-week-lows-on-thursday,Lisa Levin,,,,,,
2020-03-11 00:00:00 UTC,"Shares of several coronavirus-related companies including vaccine makers, protective apparel manufacturers and emergency medical suppliers are trading higher as the coronavirus continues to spread globally.",A,https://www.benzinga.com/wiim/20/03/15528213/shares-of-several-coronavirus-related-companies-including-vaccine-makers-protective-apparel-manufact,luke@benzinga.com,,,,,,
2020-03-03 00:00:00 UTC,"Agilent Technologies Inc Says In January 2020, Net Revenue Was Negatively Impacted Due To The Public Health Crisis In China; Says In Jan 2020, Net Revenue Negatively Impacted Also Due To Extension Of Lunar New Year Resulting In Fewer Selling Days In Month",A,https://www.benzinga.com/news/20/03/15472189/agilent-technologies-inc-says-in-january-2020-net-revenue-was-negatively-impacted-due-to-the-public,luke@benzinga.com,,,,,,
2020-03-02 00:00:00 UTC,Shares of several healthcare companies are trading higher in sympathy with the overall market as it rebounds from a selloff caused by coronavirus fears.,A,https://www.benzinga.com/wiim/20/03/15456786/shares-of-several-healthcare-companies-are-trading-higher-in-sympathy-with-the-overall-market-as-it,Benzinga Newsdesk,,,,,,
2020-02-24 00:00:00 UTC,"Benzinga's Top Upgrades, Downgrades For February 24, 2020",A,https://www.benzinga.com/analyst-ratings/upgrades/20/02/15393664/benzingas-top-upgrades-downgrades-for-february-24-2020,Lisa Levin,,,,,,
2020-02-24 00:00:00 UTC,Shares of several software companies are trading lower as the coronavirus cases surge outside of China. NOTE: The virus has raised fear of a global economic slowdown.,A,https://www.benzinga.com/wiim/20/02/15392140/shares-of-several-software-companies-are-trading-lower-as-the-coronavirus-cases-surge-outside-of-chi,Benzinga Newsdesk,,,,,,
2020-02-24 00:00:00 UTC,"Needham Downgrades Agilent Technologies to Hold, Announces $85 Price Target",A,https://www.benzinga.com/news/20/02/15391251/needham-downgrades-agilent-technologies-to-hold-announces-85-price-target,Vick Meyer,,,,,,
2020-02-19 00:00:00 UTC,"UBS Maintains Neutral on Agilent Technologies, Raises Price Target to $90",A,https://www.benzinga.com/news/20/02/15363071/ubs-maintains-neutral-on-agilent-technologies-raises-price-target-to-90,Vick Meyer,,,,,,
2020-02-18 00:00:00 UTC,12 Stocks Moving In Tuesday's After-Hours Session,A,https://www.benzinga.com/news/20/02/15359453/12-stocks-moving-in-tuesdays-after-hours-session,Tyree Gorges,,,,,,
2020-02-18 00:00:00 UTC,Agilent Technologies shares are trading lower after the company reported Q1 earnings.,A,https://www.benzinga.com/wiim/20/02/15358745/agilent-technologies-shares-are-trading-lower-after-the-company-reported-q1-earnings,Benzinga Newsdesk,,,,,,
2020-02-18 00:00:00 UTC,"Agilent Reaffirms FY20 Guidance: Adj. EPS $3.38-$3.43 vs $3.42 Estimate, Sales $5.5B-$5.55B vs $5.54B Est.",A,https://www.benzinga.com/news/20/02/15358631/agilent-reaffirms-fy20-guidance-adj-eps-3-38-3-43-vs-3-42-estimate-sales-5-5b-5-55b-vs-5-54b-est,Benzinga Newsdesk,,,,,,
2020-02-18 00:00:00 UTC,"Agilent Technologies Q1 EPS $0.81, Inline, Sales $1.36B Up From $1.284B YoY",A,https://www.benzinga.com/news/earnings/20/02/15358612/agilent-technologies-q1-eps-0-81-inline-sales-1-36b-up-from-1-284b-yoy,Benzinga Newsdesk,,,,,,
2020-02-18 00:00:00 UTC,"Q4 13F Roundup: How Buffett, Einhorn, Ackman And Others Adjusted Their Portfolios",A,https://www.benzinga.com/general/hedge-funds/20/02/15356890/q4-13f-roundup-how-buffett-einhorn-ackman-and-others-adjusted-their-portfolios,Wayne Duggan,,,,,,
2020-02-18 00:00:00 UTC,"9 Stocks To Watch For February 18, 2020",A,https://www.benzinga.com/news/earnings/20/02/15351319/9-stocks-to-watch-for-february-18-2020,Lisa Levin,,,,,,
2020-02-18 00:00:00 UTC,"Earnings Scheduled For February 18, 2020",A,https://www.benzinga.com/news/earnings/20/02/15351289/earnings-scheduled-for-february-18-2020,Lisa Levin,,,,,,
2020-02-14 00:00:00 UTC,Pershing Square 13F Shows Raised Stake In Agilent By 11.4% To 3.25M Shares,A,https://www.benzinga.com/general/hedge-funds/20/02/15343262/pershing-square-13f-shows-raised-stake-in-agilent-by-11-4-to-3-25m-shares,Benzinga Newsdesk,,,,,,
2020-02-06 00:00:00 UTC,Twist Bioscience Reports Settlement Deal With Agilent; Co. Will Pay Agilent $22.5M,A,https://www.benzinga.com/news/20/02/15274626/twist-bioscience-reports-settlement-deal-with-agilent-co-will-pay-agilent-22-5m,Benzinga Newsdesk,,,,,,
2020-02-06 00:00:00 UTC,Cowen Says Views Potential Twist-Agilent Settlement As 'a likely clearing event for additional investment in TWST',A,https://www.benzinga.com/analyst-ratings/analyst-color/20/02/15272527/cowen-says-views-twist-agilent-settlement-as-a-likely-clearing-event-for-additional,Benzinga Newsdesk,,,,,,
2020-02-05 00:00:00 UTC,Pershing Square Sees 'Substantial Opportunity' For Improvement In Agilent's A.N Business Performance,A,https://www.benzinga.com/general/hedge-funds/20/02/15261019/pershing-square-sees-substantial-opportunity-for-improvement-in-agilents-a-n-business-perform,Benzinga Newsdesk,,,,,,
2020-01-30 00:00:00 UTC,Agilent shares are trading lower. Not seeing any news to justify the price action.,A,https://www.benzinga.com/wiim/20/01/15218404/agilent-shares-are-trading-lower-not-seeing-any-news-to-justify-the-price-action,Benzinga Newsdesk,,,,,,
2020-01-22 00:00:00 UTC,Stocks That Hit 52-Week Highs On Wednesday,A,https://www.benzinga.com/news/20/01/15163983/stocks-that-hit-52-week-highs-on-wednesday,Lisa Levin,,,,,,
2020-01-17 00:00:00 UTC,Stocks That Hit 52-Week Highs On Friday,A,https://www.benzinga.com/news/20/01/15144632/stocks-that-hit-52-week-highs-on-friday,Lisa Levin,,,,,,
2020-01-16 00:00:00 UTC,Stocks That Hit 52-Week Highs On Thursday,A,https://www.benzinga.com/news/20/01/15135505/stocks-that-hit-52-week-highs-on-thursday,Lisa Levin,,,,,,
2020-01-15 00:00:00 UTC,Stocks That Hit 52-Week Highs On Wednesday,A,https://www.benzinga.com/news/20/01/15129364/stocks-that-hit-52-week-highs-on-wednesday,Lisa Levin,,,,,,
2020-01-10 00:00:00 UTC,Stocks That Hit 52-Week Highs On Friday,A,https://www.benzinga.com/news/20/01/15106362/stocks-that-hit-52-week-highs-on-friday,Lisa Levin,,,,,,
2020-01-09 00:00:00 UTC,Stocks That Hit 52-Week Highs On Thursday,A,https://www.benzinga.com/news/20/01/15101221/stocks-that-hit-52-week-highs-on-thursday,Lisa Levin,,,,,,
2020-01-08 00:00:00 UTC,"Wells Fargo Initiates Coverage On Agilent Technologies with Overweight Rating, Announces $100 Price Target",A,https://www.benzinga.com/news/20/01/15090063/wells-fargo-initiates-coverage-on-agilent-technologies-with-overweight-rating-announces-100-price-ta,Benzinga_Newsdesk,,,,,,
2020-01-07 00:00:00 UTC,"Citigroup Initiates Coverage On Agilent Technologies with Neutral Rating, Announces $85 Price Target",A,https://www.benzinga.com/news/20/01/15082753/citigroup-initiates-coverage-on-agilent-technologies-with-neutral-rating-announces-85-price-target,Benzinga_Newsdesk,,,,,,
2020-01-03 00:00:00 UTC,"Benzinga's Top Upgrades, Downgrades For January 3, 2020",A,https://www.benzinga.com/analyst-ratings/upgrades/20/01/15067917/benzingas-top-upgrades-downgrades-for-january-3-2020,Lisa Levin,,,,,,
2019-12-27 00:00:00 UTC,Stocks That Hit 52-Week Highs On Friday,A,https://www.benzinga.com/news/19/12/15047352/stocks-that-hit-52-week-highs-on-friday,Lisa Levin,,,,,,
2019-12-23 00:00:00 UTC,Stocks That Hit 52-Week Highs On Monday,A,https://www.benzinga.com/news/19/12/15033664/stocks-that-hit-52-week-highs-on-monday,Lisa Levin,,,,,,
2019-12-20 00:00:00 UTC,Stocks That Hit 52-Week Highs On Friday,A,https://www.benzinga.com/news/19/12/15026655/stocks-that-hit-52-week-highs-on-friday,Lisa Levin,,,,,,
2019-12-12 00:00:00 UTC,Stocks That Hit 52-Week Highs On Thursday,A,https://www.benzinga.com/news/19/12/14980573/stocks-that-hit-52-week-highs-on-thursday,Lisa Levin,,,,,,
2019-12-11 00:00:00 UTC,There's A New Trading Tool That Allows Traders To Trade Cannabis With Leverage,A,https://www.benzinga.com/markets/cannabis/19/12/14971438/theres-a-new-trading-tool-that-allows-traders-to-trade-cannabis-with-leverage,Spencer Israel,,,,,,
2019-12-10 00:00:00 UTC,Stocks That Hit 52-Week Highs On Tuesday,A,https://www.benzinga.com/news/19/12/14966014/stocks-that-hit-52-week-highs-on-tuesday,Lisa Levin,,,,,,
2019-12-10 00:00:00 UTC,PreMarket Prep Recap: Yo-Yo Market And After-Hours Overshoot On Ackman's New Stake,A,https://www.benzinga.com/trading-ideas/long-ideas/19/12/14965258/premarket-prep-recap-yo-yo-market-and-after-hours-overshoot-on-ackmans-new-stake,Joel Elconin,,,,,,
2019-12-10 00:00:00 UTC,41 Healthcare Stocks Moving In Tuesday's Pre-Market Session,A,https://www.benzinga.com/news/19/12/14961880/41-healthcare-stocks-moving-in-tuesdays-pre-market-session,Lisa Levin,,,,,,
2019-12-09 00:00:00 UTC,UPDATE: Bill Ackman's Pershing Square Files Amended 13F Showing New ~2.916M Share Stake In Agilent,A,https://www.benzinga.com/news/19/12/14957797/update-bill-ackmans-pershing-square-files-amended-13f-showing-new-2-916m-share-stake-in-agilent,Benzinga Newsdesk,,,,,,
2019-12-09 00:00:00 UTC,Hearing Pershing Square Reports 2.9M Share Stake In Agilent,A,https://www.benzinga.com/general/hedge-funds/19/12/14957729/hearing-pershing-square-reports-2-9m-share-stake-in-agilent,Benzinga Newsdesk,,,,,,
2019-12-06 00:00:00 UTC,Stocks That Hit 52-Week Highs On Friday,A,https://www.benzinga.com/news/19/12/14946306/stocks-that-hit-52-week-highs-on-friday,Lisa Levin,,,,,,
2019-11-26 00:00:00 UTC,"UBS Maintains Neutral on Agilent Technologies, Raises Price Target to $87",A,https://www.benzinga.com/news/19/11/14883967/ubs-maintains-neutral-on-agilent-technologies-raises-price-target-to-87,Vick Meyer,,,,,,
2019-11-25 00:00:00 UTC,Aligent shares are trading higher after the company reported better-than-expected Q4 EPS and sales results.,A,https://www.benzinga.com/wiim/19/11/14880060/aligent-shares-are-trading-higher-after-the-company-reported-better-than-expected-q4-eps-and-sales-r,Benzinga Newsdesk,,,,,,
2019-11-25 00:00:00 UTC,"Agilent Sees FY20 Adj. EPS $3.38-$3.43 vs $3.44 Estimate, Sales $5.5B-$5.55B vs $5.55B Est.",A,https://www.benzinga.com/news/19/11/14880011/agilent-sees-fy20-adj-eps-3-38-3-43-vs-3-44-estimate-sales-5-5b-5-55b-vs-5-55b-est,Benzinga Newsdesk,,,,,,
2019-11-25 00:00:00 UTC,"Agilent Sees Q1 Adj. EPS $0.80-$0.81 vs $0.84 Estimate, Sales $1.34B-$1.355B vs $1.38B Est.",A,https://www.benzinga.com/news/19/11/14880008/agilent-sees-q1-adj-eps-0-80-0-81-vs-0-84-estimate-sales-1-34b-1-355b-vs-1-38b-est,Benzinga Newsdesk,,,,,,
2019-11-25 00:00:00 UTC,"Agilent Technologies Q4 Adj. EPS $0.89 Beats $0.85 Estimate, Sales $1.37B Beat $1.33B Estimate",A,https://www.benzinga.com/news/earnings/19/11/14880002/agilent-technologies-q4-adj-eps-0-89-beats-0-85-estimate-sales-1-37b-beat-1-33b-estimate,Benzinga Newsdesk,,,,,,
2019-11-25 00:00:00 UTC,"7 Stocks To Watch For November 25, 2019",A,https://www.benzinga.com/news/earnings/19/11/14873358/6-stocks-to-watch-for-november-25-2019,Lisa Levin,,,,,,
2019-11-25 00:00:00 UTC,"Earnings Scheduled For November 25, 2019",A,https://www.benzinga.com/news/earnings/19/11/14873325/earnings-scheduled-for-november-25-2019,Lisa Levin,,,,,,
2019-11-20 00:00:00 UTC,Agilent Raises Qtr. Dividend From $0.164 To $0.18/Share,A,https://www.benzinga.com/news/19/11/14852619/agilent-raises-qtr-dividend-from-0-164-to-0-18share,Benzinga Newsdesk,,,,,,
2019-11-15 00:00:00 UTC,"Benzinga's Top Upgrades, Downgrades For November 15, 2019",A,https://www.benzinga.com/analyst-ratings/upgrades/19/11/14820877/benzingas-top-upgrades-downgrades-for-november-15-2019,Lisa Levin,,,,,,
2019-11-15 00:00:00 UTC,"Stifel Nicolaus Initiates Coverage On Agilent Technologies with Hold Rating, Announces $85 Price Target",A,https://www.benzinga.com/news/19/11/14818776/stifel-nicolaus-initiates-coverage-on-agilent-technologies-with-hold-rating-announces-85-price-targe,Vick Meyer,,,,,,
2019-10-18 00:00:00 UTC,"Benzinga's Top Upgrades, Downgrades For October 18, 2019",A,https://www.benzinga.com/analyst-ratings/upgrades/19/10/14619795/benzingas-top-upgrades-downgrades-for-october-18-2019,Lisa Levin,,,,,,
2019-10-18 00:00:00 UTC,A Peek Into The Markets: US Stock Futures Edge Higher Ahead Of Fed Speakers,A,https://www.benzinga.com/news/earnings/19/10/14618733/a-peek-into-the-markets-us-stock-futures-edge-higher-ahead-of-fed-speakers,Lisa Levin,,,,,,
2019-10-18 00:00:00 UTC,"UBS Downgrades Agilent Technologies to Neutral, Announces $82 Price Target",A,https://www.benzinga.com/news/19/10/14618513/ubs-downgrades-agilent-technologies-to-neutral-announces-82-price-target,Vick Meyer,,,,,,
2019-10-11 00:00:00 UTC,Shares of several healthcare companies are trading higher after President Trump made positive remarks on the U.S.-China trade talks as traders grew more optimistic over the possibility of a limited trade deal. Trump is scheduled to meet with Chinese Vice Premier Liu He at the White House today.,A,https://www.benzinga.com/markets/wiim/19/10/14582266/shares-of-several-healthcare-companies-are-trading-higher-after-president-trump-made-positive-remark,Benzinga Newsdesk,,,,,,
2019-10-09 00:00:00 UTC,"Barclays Maintains Equal-Weight on Agilent Technologies, Lowers Price Target to $76",A,https://www.benzinga.com/news/19/10/14566662/barclays-maintains-equal-weight-on-agilent-technologies-lowers-price-target-to-76,Vick Meyer,,,,,,
2019-10-08 00:00:00 UTC,Shares of several healthcare companies are trading lower with the broader market after the US expanded its trade blacklist to include China's top AI firms. The US also will increase its tariffs on $250 billion worth of goods from 25% to 30% on Oct 15.,A,https://www.benzinga.com/markets/wiim/19/10/14561148/shares-of-several-healthcare-companies-are-trading-lower-with-the-broader-market-after-the-us-expand,Benzinga Newsdesk,,,,,,
2019-10-02 00:00:00 UTC,Shares of several healthcare companies are trading lower in sympathy with the overall market on continued fears of a recession amid a weak ADP jobs report. There is also uncertainty in the market over the upcoming U.S.-China meeting next week.,A,https://www.benzinga.com/markets/wiim/19/10/14530664/shares-of-several-healthcare-companies-are-trading-lower-in-sympathy-with-the-overall-market-on-cont,Benzinga Newsdesk,,,,,,
2019-09-05 00:00:00 UTC,Shares of several healthcare companies are trading higher in sympathy with the overall market after the Chinese Minister of Commerce said the leaders of the U.S. and China are set to meet in Washington D.C in early October. Investors hope the meeting could bring the two countries closer to a trade deal.,A,https://www.benzinga.com/markets/wiim/19/09/14385950/shares-of-several-healthcare-companies-are-trading-higher-in-sympathy-with-the-overall-market-after,Benzinga Newsdesk,,,,,,
2019-09-03 00:00:00 UTC,Agilent Collaborates On Study Of Performance-Enhancing Spinach Extract,A,https://www.benzinga.com/general/19/09/14364782/agilent-collaborates-on-study-of-performance-enhancing-spinach-extract,Benzinga Newsdesk,,,,,,
2019-08-16 00:00:00 UTC,"Top 10 Movers Via Benzinga Pro's Screener Tool For Morning of Friday., August 16, 2019",A,https://www.benzinga.com/trading-ideas/19/08/14284155/top-10-movers-via-benzinga-pros-screener-tool-for-morning-of-friday-august-16-2019,Benzinga Newsdesk,,,,,,
2019-08-16 00:00:00 UTC,75 Biggest Movers From Yesterday,A,https://www.benzinga.com/news/19/08/14282638/75-biggest-movers-from-yesterday,Lisa Levin,,,,,,
2019-08-15 00:00:00 UTC,46 Stocks Moving In Thursday's Mid-Day Session,A,https://www.benzinga.com/news/19/08/14278248/46-stocks-moving-in-thursdays-mid-day-session,Lisa Levin,,,,,,
2019-08-15 00:00:00 UTC,Agilent Technologies shares are trading higher after the company reported better-than-expected Q3 EPS and sales results. The company also issued FY19 EPS above analyst estimates.,A,https://www.benzinga.com/markets/wiim/19/08/14275943/agilent-technologies-shares-are-trading-higher-after-the-company-reported-better-than-expected-q3-ep,Benzinga Newsdesk,,,,,,
2019-08-15 00:00:00 UTC,A Peek Into The Markets: US Stock Futures Tumble Ahead Of Economic Data,A,https://www.benzinga.com/news/earnings/19/08/14273595/a-peek-into-the-markets-us-stock-futures-tumble-ahead-of-economic-data,Lisa Levin,,,,,,
